SYMBOL,EXPIRY_01,EXPIRY_02,EXPIRY_03,EXPIRY_04,EXPIRY_05,EXPIRY_06,EXPIRY_07,EXPIRY_08,EXPIRY_09,EXPIRY_10,EXPIRY_11,EXPIRY_12,EXPIRY_13,EXPIRY_14,TIMESTAMP,EXPIRY_15,EXPIRY_16,EXPIRY_17,EXPIRY_18,EXPIRY_19,EXPIRY_20,EXPIRY_21
NIFTY,50,50,50,50,50,50,50,50,50,50,100,500,100,100,9/8/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,9/9/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/9/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,500,100,100,9/9/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,9/13/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/13/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,500,100,100,9/13/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,9/14/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/14/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,500,100,100,9/14/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,9/15/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/15/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,500,100,100,9/15/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,9/16/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/16/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,500,100,100,9/16/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,9/17/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/17/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,500,100,100,9/17/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,9/20/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/20/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,500,100,100,9/20/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,9/21/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/21/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,500,100,100,9/21/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,9/22/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/22/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,500,100,100,9/22/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,9/23/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/23/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,500,100,100,9/23/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,9/24/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/24/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,500,100,100,9/24/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,9/27/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/27/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,500,100,100,9/27/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,9/28/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/28/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,500,100,100,9/28/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,9/29/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/29/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,500,100,100,9/29/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,9/30/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,9/30/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,500,100,100,9/30/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,10/1/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/1/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,10/1/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,10/4/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/4/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,10/4/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,10/5/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/5/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,10/5/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,10/6/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/6/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,10/6/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,10/7/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/7/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,10/7/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,10/8/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/8/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,10/8/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,10/11/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/11/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,10/11/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,10/12/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/12/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,10/12/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,10/13/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/13/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,10/13/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,10/14/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/14/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,10/14/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,10/18/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/18/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,10/18/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,10/19/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/19/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,10/19/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,10/20/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/20/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,10/20/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,10/21/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/21/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,10/21/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,10/22/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/22/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,10/22/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,10/25/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/25/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,10/25/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,10/26/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/26/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,10/26/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,10/27/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/27/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,10/27/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,10/28/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/28/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,10/28/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,10/29/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,10/29/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,10/29/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,11/1/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/1/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,11/1/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,11/2/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/2/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,11/2/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,11/3/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/3/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,11/3/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,11/4/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/4/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,11/4/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,11/8/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/8/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,11/8/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,11/9/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/9/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,11/9/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,11/10/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/10/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,11/10/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,11/11/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/11/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,11/11/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,11/12/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/12/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,11/12/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,11/15/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/15/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,11/15/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,11/16/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/16/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,11/16/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,11/17/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/17/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,11/17/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,11/18/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/18/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,11/18/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,11/22/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/22/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,11/22/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,11/23/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/23/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,11/23/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,11/24/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/24/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,11/24/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,11/25/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/25/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,11/25/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,11/26/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/26/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,11/26/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,11/29/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/29/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,11/29/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,11/30/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,11/30/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,11/30/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,12/1/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/1/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,12/1/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,12/2/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/2/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,12/2/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,12/3/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/3/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,12/3/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,12/6/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/6/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,12/6/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,12/7/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/7/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,12/7/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,12/8/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/8/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,12/8/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,12/9/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/9/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,12/9/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,12/10/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/10/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,12/10/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,12/13/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/13/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,12/13/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,12/14/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/14/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,12/14/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,12/15/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/15/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,12/15/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,12/16/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/16/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,12/16/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,12/17/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/17/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,12/17/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,12/20/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/20/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,12/20/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,12/21/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/21/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,12/21/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,12/22/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/22/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,12/22/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,12/23/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/23/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,12/23/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,12/24/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/24/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,12/24/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,12/27/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/27/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,12/27/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,12/28/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/28/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,12/28/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,12/29/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/29/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,12/29/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,12/30/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/30/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,500,100,500,100,12/30/2021,100,300,500,500,500,500,500
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,12/31/2021,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,12/31/2021,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,500,100,100,12/31/2021,300,500,500,1000,500,1000,1000
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,1/3/2022,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,1/3/2022,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,500,100,100,1/3/2022,300,500,500,1000,500,1000,1000
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,1/4/2022,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,1/4/2022,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,500,100,100,1/4/2022,300,500,500,1000,500,1000,1000
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,1/5/2022,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,1/5/2022,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,500,100,100,1/5/2022,300,500,500,1000,500,1000,1000
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,1/6/2022,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,1/6/2022,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,500,100,100,1/6/2022,300,500,500,1000,500,1000,1000
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,1/7/2022,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,1/7/2022,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,500,100,100,1/7/2022,300,500,500,1000,500,1000,1000
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,1/10/2022,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,1/10/2022,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,500,100,100,1/10/2022,300,500,500,1000,500,1000,1000
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,1/11/2022,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,1/11/2022,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,500,100,100,1/11/2022,300,500,500,1000,500,1000,1000
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,1/12/2022,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,1/12/2022,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,500,100,100,1/12/2022,300,500,500,1000,500,1000,1000
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,1/13/2022,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,1/13/2022,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,500,100,100,1/13/2022,300,500,500,1000,500,1000,1000
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,1/14/2022,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,1/14/2022,,,,,,,
NIFTY,50,50,50,50,50,50,50,50,50,50,100,500,100,100,1/14/2022,300,500,500,1000,500,1000,1000
BANKNIFTY,100,100,100,100,100,100,100,100,100,100,1500,1500,1500,,1/17/2022,,,,,,,
FINNIFTY,100,100,100,100,100,100,100,100,100,100,,,,,1/17/2022,,,,,,,
