SYMBOL,EXPIRY_01,EXPIRY_02,EXPIRY_03,EXPIRY_04,EXPIRY_05,EXPIRY_06,EXPIRY_07,EXPIRY_08,EXPIRY_09,TIMESTAMP,EXPIRY_10,EXPIRY_11,EXPIRY_12,EXPIRY_13,EXPIRY_14,EXPIRY_15,EXPIRY_16,EXPIRY_17,EXPIRY_18,EXPIRY_19,EXPIRY_20,EXPIRY_21
FINNIFTY,40.0,40.0,,,,,,,,2022-03-31,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-03-31,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-04-01,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-04-01,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-04-01,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-04-04,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-04-04,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-04-04,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-04-04,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,2022-04-05,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-04-05,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-04-05,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-04-05,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-04-06,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-04-06,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-04-06,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,2022-04-07,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-04-07,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-04-07,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-04-08,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-04-08,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-04-08,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-04-11,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-04-11,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-04-11,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,2022-04-12,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-04-12,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-04-12,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-04-12,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-04-13,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-04-13,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-04-13,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-04-18,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-04-18,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-04-18,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-04-18,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,2022-04-19,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-04-19,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-04-19,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-04-19,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-04-20,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-04-20,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-04-20,50.0,,,,,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,2022-04-21,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-04-21,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-04-21,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-04-22,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-04-22,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-04-22,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-04-25,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-04-25,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-04-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-04-26,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-04-26,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-04-26,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-04-26,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-04-27,25.0,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-04-27,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-04-27,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-04-28,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-04-28,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-04-28,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-04-29,25.0,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-04-29,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-04-29,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-05-02,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-05-02,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-05-02,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-05-02,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-05-04,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-05-04,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-05-04,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-05-05,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-05-05,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-05-05,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-05-06,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-05-06,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-05-06,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-05-06,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-05-09,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-05-09,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-05-09,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-05-09,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-05-10,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-05-10,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-05-10,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-05-10,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-05-11,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-05-11,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-05-11,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-05-12,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-05-12,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-05-12,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-05-13,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-05-13,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-05-13,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-05-16,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-05-16,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-05-16,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-05-17,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-05-17,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-05-17,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-05-17,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-05-18,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-05-18,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-05-18,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-05-19,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-05-19,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-05-19,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-05-20,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-05-20,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-05-20,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-05-23,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-05-23,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-05-23,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,2022-05-24,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-05-24,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-05-24,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-05-24,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-05-25,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-05-25,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-05-25,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-05-26,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-05-26,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-05-26,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-05-27,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-05-27,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-05-27,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-05-30,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-05-30,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-05-30,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-05-31,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-05-31,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-05-31,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-05-31,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-06-01,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-06-01,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-06-01,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-06-02,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-06-02,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-06-02,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-06-03,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-06-03,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-06-03,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-06-06,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-06-06,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-06-06,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-06-07,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-06-07,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-06-07,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-06-07,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-06-08,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-06-08,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-06-08,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-06-09,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-06-09,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-06-09,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-06-10,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-06-10,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-06-10,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-06-13,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-06-13,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-06-13,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-06-14,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-06-14,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-06-14,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-06-14,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-06-15,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-06-15,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-06-15,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-06-16,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-06-16,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-06-16,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-06-17,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-06-17,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-06-17,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-06-20,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-06-20,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-06-20,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-06-21,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-06-21,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-06-21,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-06-21,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-06-22,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-06-22,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-06-22,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-06-23,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-06-23,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-06-23,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-06-24,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-06-24,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-06-24,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-06-27,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-06-27,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-06-27,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-06-28,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-06-28,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-06-28,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-06-28,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-06-29,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-06-29,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-06-29,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-06-30,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-06-30,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-06-30,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-07-01,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-07-01,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-07-01,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-07-04,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-07-04,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-07-04,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-07-05,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-07-05,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-07-05,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-07-05,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-07-06,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-07-06,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-07-06,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-07-07,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-07-07,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-07-07,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-07-08,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-07-08,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-07-08,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-07-11,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-07-11,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-07-11,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-07-12,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-07-12,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-07-12,,,,,,,,,,,,
