SYMBOL,EXPIRY_01,EXPIRY_02,EXPIRY_03,EXPIRY_04,EXPIRY_05,EXPIRY_06,EXPIRY_07,EXPIRY_08,EXPIRY_09,TIMESTAMP,EXPIRY_10,EXPIRY_11,EXPIRY_12,EXPIRY_13,EXPIRY_14,EXPIRY_15,EXPIRY_16,EXPIRY_17,EXPIRY_18,EXPIRY_19,EXPIRY_20,EXPIRY_21
FINNIFTY,40.0,40.0,,,,,,,,2021-12-17,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2021-12-17,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2021-12-20,25.0,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,,,,,,2021-12-20,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2021-12-20,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2021-12-21,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2021-12-21,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2021-12-21,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2021-12-22,25.0,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2021-12-22,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2021-12-22,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2021-12-23,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2021-12-23,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2021-12-23,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2021-12-24,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2021-12-24,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2021-12-24,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2021-12-27,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2021-12-27,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2021-12-27,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2021-12-28,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2021-12-28,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2021-12-28,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2021-12-29,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2021-12-29,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2021-12-29,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2021-12-30,25.0,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2021-12-30,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2021-12-30,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2021-12-31,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2021-12-31,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2021-12-31,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-01-03,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-01-03,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-01-03,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-01-04,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,,,,,,2022-01-04,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-01-04,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-01-05,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-01-05,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-01-05,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-01-06,25.0,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-01-06,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-01-06,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-01-07,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-01-07,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-01-07,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-01-10,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-01-10,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-01-10,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-01-11,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-01-11,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-01-11,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-01-12,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-01-12,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-01-12,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-01-13,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-01-13,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-01-13,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,2022-01-14,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-01-14,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-01-14,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,2022-01-17,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-01-17,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-01-17,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-01-18,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-01-18,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-01-18,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-01-19,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-01-19,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-01-19,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,2022-01-20,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-01-20,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-01-20,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,2022-01-21,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-01-21,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-01-21,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,,,,2022-01-24,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-01-24,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-01-24,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-01-24,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-01-25,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-01-25,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-01-25,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-01-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-01-27,25.0,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-01-27,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-01-27,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-01-28,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-01-28,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-01-28,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-01-28,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-01-31,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-01-31,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-01-31,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-01-31,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-02-01,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-02-01,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-02-01,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-02-01,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-02-02,25.0,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-02-02,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-02-02,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-02-03,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-02-03,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-02-03,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-02-03,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-02-04,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-02-04,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-02-04,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-02-04,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-02-07,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-02-07,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-02-07,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-02-07,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-02-08,25.0,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-02-08,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-02-08,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-02-08,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-02-09,25.0,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-02-09,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-02-09,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-02-10,25.0,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-02-10,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-02-10,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-02-11,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,,,,,,2022-02-11,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-02-11,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-02-14,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-02-14,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-02-14,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-02-15,25.0,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-02-15,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-02-15,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-02-15,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-02-16,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-02-16,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-02-16,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-02-17,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-02-17,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-02-17,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-02-18,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-02-18,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-02-18,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-02-18,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-02-21,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-02-21,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-02-21,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-02-21,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,2022-02-22,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-02-22,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-02-22,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-02-22,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,2022-02-23,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-02-23,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-02-23,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-02-24,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-02-24,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-02-24,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-02-25,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-02-25,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-02-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-02-28,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-02-28,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-02-28,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-02-28,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-03-02,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,,,,,,2022-03-02,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-03-02,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-03-03,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-03-03,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-03-03,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-03-04,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-03-04,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-03-04,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-03-07,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-03-07,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-03-07,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-03-08,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-03-08,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-03-08,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-03-08,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-03-09,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-03-09,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-03-09,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-03-10,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-03-10,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-03-10,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-03-11,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-03-11,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-03-11,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-03-14,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-03-14,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-03-14,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-03-15,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-03-15,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-03-15,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-03-15,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-03-16,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-03-16,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-03-16,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-03-17,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-03-17,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-03-17,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-03-21,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-03-21,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-03-21,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-03-22,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-03-22,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-03-22,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-03-22,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-03-23,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-03-23,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-03-23,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-03-24,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-03-24,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-03-24,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-03-25,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-03-25,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-03-25,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-03-28,,,,,,,,,,,,
FINNIFTY,40.0,,,,,,,,,2022-03-28,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-03-28,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,2022-03-29,,,,,,,,,,,,
FINNIFTY,40.0,40.0,,,,,,,,2022-03-29,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-03-29,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-03-29,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-03-30,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,,,,,,,2022-03-30,,,,,,,,,,,,
MIDCPNIFTY,75.0,,,,,,,,,2022-03-30,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2022-03-30,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2022-03-31,,,,,,,,,,,,
